content_type,category,reaction_type,new_datetime,Score
photo,education,interested,2021-02-16,30
photo,education,heart,2020-09-28,60
photo,education,peeking,2021-01-10,35
photo,education,peeking,2020-11-24,35
photo,education,dislike,2020-08-27,10
photo,education,love,2021-05-14,65
photo,education,cherish,2021-03-03,70
photo,education,cherish,2020-10-28,70
photo,education,heart,2020-07-16,60
photo,education,cherish,2020-12-05,70
photo,education,"super love",2020-08-28,75
photo,education,adore,2021-04-15,72
photo,education,peeking,2021-02-17,35
photo,education,love,2020-08-30,65
photo,education,like,2021-04-26,50
photo,education,love,2020-12-07,65
photo,education,want,2020-06-27,70
photo,education,dislike,2020-09-26,10
photo,education,dislike,2020-12-14,10
photo,education,heart,2020-10-12,60
photo,education,heart,2021-04-10,60
photo,education,love,2020-10-21,65
photo,education,interested,2021-04-10,30
photo,education,adore,2020-11-29,72
photo,education,worried,2020-07-12,12
photo,education,indifferent,2020-12-09,20
photo,education,love,2021-02-20,65
photo,education,heart,2020-11-17,60
photo,education,worried,2020-08-22,12
photo,education,adore,2020-06-29,72
video,fitness,"super love",2021-03-29,75
video,fitness,"super love",2020-09-26,75
video,fitness,"super love",2020-12-22,75
video,fitness,like,2020-07-01,50
video,fitness,like,2020-12-06,50
video,fitness,"super love",2020-10-13,75
video,fitness,heart,2021-04-10,60
video,fitness,peeking,2021-02-23,35
video,fitness,love,2021-04-25,65
video,fitness,indifferent,2021-04-06,20
video,fitness,interested,2020-07-28,30
video,fitness,heart,2021-03-01,60
audio,"healthy eating",worried,2020-10-31,12
audio,"healthy eating",interested,2020-12-20,30
audio,"healthy eating",dislike,2021-03-28,10
audio,"healthy eating",scared,2020-07-21,15
audio,"healthy eating",love,2020-11-06,65
audio,"healthy eating",worried,2021-05-26,12
audio,"healthy eating","super love",2020-08-27,75
audio,"healthy eating",want,2021-01-03,70
audio,"healthy eating",indifferent,2020-10-09,20
audio,"healthy eating",adore,2020-06-20,72
audio,"healthy eating",dislike,2020-10-11,10
audio,"healthy eating",dislike,2021-05-24,10
audio,"healthy eating",want,2021-02-27,70
audio,"healthy eating",like,2020-11-23,50
audio,"healthy eating",dislike,2020-09-01,10
audio,"healthy eating",hate,2020-11-25,5
audio,"healthy eating",indifferent,2020-06-25,20
audio,"healthy eating",worried,2020-07-03,12
audio,"healthy eating",heart,2021-03-21,60
audio,"healthy eating",like,2020-09-26,50
audio,culture,interested,2021-03-12,30
audio,culture,peeking,2021-01-20,35
audio,culture,interested,2020-11-08,30
audio,culture,dislike,2020-07-11,10
audio,culture,heart,2021-03-12,60
audio,culture,dislike,2021-01-10,10
audio,culture,dislike,2020-08-03,10
audio,culture,adore,2021-01-03,72
audio,culture,hate,2020-11-25,5
audio,culture,like,2021-05-26,50
audio,culture,like,2020-11-15,50
audio,culture,worried,2021-05-30,12
audio,culture,scared,2020-08-31,15
audio,culture,interested,2021-05-09,30
audio,culture,worried,2020-11-10,12
audio,culture,adore,2020-08-03,72
audio,culture,love,2020-10-02,65
video,"healthy eating",like,2020-12-14,50
video,"healthy eating",hate,2021-01-25,5
video,"healthy eating",hate,2021-02-28,5
video,"healthy eating",heart,2021-05-27,60
video,"healthy eating",like,2020-09-10,50
video,"healthy eating",intrigued,2020-09-10,45
video,"healthy eating",adore,2020-11-26,72
video,"healthy eating",adore,2020-09-29,72
video,"healthy eating",peeking,2020-06-22,35
video,"healthy eating",intrigued,2020-07-12,45
video,"healthy eating",hate,2020-08-31,5
video,"healthy eating",hate,2021-05-03,5
video,"healthy eating",like,2021-05-26,50
video,"healthy eating",like,2021-05-09,50
video,"healthy eating",want,2021-03-26,70
video,"healthy eating",like,2021-02-18,50
video,"healthy eating",worried,2021-05-23,12
video,"healthy eating",want,2021-03-07,70
video,"healthy eating",love,2020-06-20,65
video,"healthy eating",hate,2021-02-14,5
video,"healthy eating",hate,2020-12-14,5
video,"healthy eating","super love",2021-03-01,75
video,"healthy eating",want,2020-11-30,70
video,"healthy eating",love,2020-09-09,65
video,"healthy eating",interested,2020-12-16,30
video,"healthy eating",indifferent,2021-02-23,20
video,"healthy eating",want,2021-02-24,70
video,"healthy eating",dislike,2020-07-04,10
video,"healthy eating",interested,2021-02-16,30
video,"healthy eating",scared,2020-07-01,15
video,"healthy eating",want,2021-01-05,70
photo,travel,dislike,2020-08-26,10
photo,travel,like,2021-05-15,50
photo,travel,like,2021-02-26,50
photo,travel,want,2021-03-25,70
photo,travel,love,2020-12-01,65
photo,travel,dislike,2020-11-14,10
photo,travel,hate,2021-05-05,5
photo,fitness,adore,2020-08-03,72
photo,fitness,dislike,2021-05-23,10
photo,fitness,worried,2020-07-24,12
photo,fitness,dislike,2021-05-18,10
photo,fitness,"super love",2021-01-05,75
photo,fitness,interested,2021-06-13,30
photo,fitness,scared,2020-10-23,15
photo,fitness,hate,2021-01-26,5
photo,fitness,adore,2020-12-30,72
photo,fitness,heart,2020-10-26,60
photo,fitness,like,2021-06-08,50
photo,fitness,scared,2020-07-26,15
photo,fitness,"super love",2021-02-12,75
photo,fitness,adore,2021-05-21,72
photo,fitness,scared,2020-12-14,15
photo,fitness,indifferent,2021-04-24,20
photo,fitness,"super love",2020-12-14,75
photo,fitness,indifferent,2020-12-23,20
photo,fitness,dislike,2020-11-28,10
photo,fitness,dislike,2021-05-09,10
photo,fitness,adore,2020-07-07,72
photo,fitness,adore,2021-05-13,72
photo,fitness,peeking,2020-07-07,35
photo,fitness,dislike,2020-12-07,10
photo,fitness,peeking,2021-03-02,35
photo,fitness,worried,2020-12-19,12
photo,fitness,love,2020-07-26,65
photo,fitness,adore,2020-10-25,72
photo,fitness,"super love",2021-05-26,75
audio,studying,cherish,2021-04-10,70
audio,studying,hate,2020-11-22,5
audio,studying,heart,2020-09-06,60
audio,studying,love,2020-12-23,65
audio,studying,want,2020-08-19,70
audio,studying,"super love",2020-06-29,75
audio,studying,peeking,2021-02-17,35
audio,studying,want,2021-05-27,70
audio,studying,love,2021-03-30,65
audio,studying,adore,2020-06-23,72
audio,studying,dislike,2020-10-08,10
audio,studying,want,2020-10-09,70
audio,studying,heart,2020-07-19,60
audio,studying,cherish,2020-08-13,70
audio,studying,"super love",2021-04-16,75
audio,studying,worried,2021-02-05,12
audio,studying,cherish,2020-12-03,70
audio,studying,hate,2021-01-31,5
audio,studying,intrigued,2021-01-15,45
audio,studying,love,2020-09-17,65
audio,studying,want,2020-12-31,70
audio,studying,like,2021-03-26,50
audio,studying,like,2021-01-29,50
audio,studying,worried,2021-05-22,12
audio,studying,love,2021-05-18,65
audio,studying,want,2021-01-25,70
audio,studying,hate,2020-09-15,5
audio,studying,love,2021-05-18,65
audio,studying,interested,2020-11-15,30
audio,studying,like,2021-05-21,50
audio,studying,hate,2020-10-17,5
audio,studying,worried,2020-08-21,12
audio,studying,"super love",2021-01-09,75
audio,studying,peeking,2020-06-19,35
audio,studying,indifferent,2021-02-24,20
audio,studying,intrigued,2021-02-22,45
video,"healthy eating",scared,2020-07-25,15
video,"healthy eating",worried,2020-10-01,12
video,"healthy eating",love,2021-03-05,65
video,"healthy eating",want,2020-11-05,70
video,"healthy eating",heart,2020-09-25,60
video,"healthy eating",hate,2020-07-27,5
video,"healthy eating",scared,2020-08-27,15
video,"healthy eating",scared,2020-10-13,15
video,"healthy eating","super love",2021-02-23,75
video,"healthy eating",peeking,2020-09-14,35
video,"healthy eating",interested,2021-05-12,30
video,"healthy eating",want,2020-10-04,70
video,"healthy eating",peeking,2020-09-18,35
video,"healthy eating",love,2021-01-23,65
video,"healthy eating",adore,2020-11-24,72
video,"healthy eating",want,2021-04-27,70
video,"healthy eating","super love",2021-04-15,75
video,"healthy eating",cherish,2020-07-16,70
video,"healthy eating",intrigued,2021-03-12,45
video,"healthy eating",intrigued,2020-12-01,45
video,"healthy eating",scared,2021-04-12,15
video,"healthy eating",adore,2021-05-09,72
video,"healthy eating",like,2021-05-13,50
video,"healthy eating",like,2020-12-18,50
video,"healthy eating",peeking,2021-05-24,35
video,"healthy eating",peeking,2021-05-30,35
video,"healthy eating",interested,2021-01-01,30
video,"healthy eating",heart,2020-10-24,60
video,"healthy eating",hate,2020-09-05,5
video,"healthy eating",intrigued,2021-04-09,45
video,"healthy eating",want,2020-07-31,70
video,"healthy eating",hate,2021-06-11,5
video,"healthy eating",dislike,2021-01-09,10
video,"healthy eating",hate,2020-10-28,5
video,"healthy eating",love,2020-09-06,65
video,"healthy eating",adore,2020-06-28,72
video,"healthy eating",hate,2021-03-21,5
video,"healthy eating",dislike,2020-09-02,10
video,"healthy eating",indifferent,2021-03-23,20
video,"healthy eating",like,2020-12-28,50
video,"healthy eating",love,2020-09-07,65
GIF,fitness,indifferent,2020-06-30,20
GIF,fitness,love,2020-06-21,65
GIF,fitness,dislike,2020-08-04,10
GIF,fitness,scared,2021-04-23,15
GIF,fitness,scared,2020-08-16,15
GIF,fitness,love,2021-02-28,65
GIF,fitness,scared,2020-10-27,15
GIF,fitness,dislike,2020-12-28,10
GIF,fitness,"super love",2020-09-21,75
GIF,fitness,dislike,2021-03-08,10
GIF,fitness,dislike,2021-01-20,10
GIF,fitness,adore,2021-06-03,72
GIF,fitness,indifferent,2020-07-10,20
GIF,fitness,scared,2020-06-22,15
GIF,fitness,heart,2021-03-15,60
GIF,fitness,hate,2020-07-11,5
GIF,fitness,like,2021-02-08,50
GIF,fitness,adore,2020-07-25,72
GIF,fitness,worried,2020-09-28,12
GIF,fitness,peeking,2021-03-16,35
GIF,fitness,love,2020-10-21,65
GIF,fitness,worried,2020-10-18,12
GIF,fitness,heart,2021-05-06,60
GIF,fitness,hate,2020-10-17,5
GIF,fitness,worried,2021-05-23,12
GIF,fitness,interested,2021-02-24,30
GIF,fitness,love,2020-08-24,65
GIF,fitness,"super love",2020-07-19,75
GIF,fitness,"super love",2021-01-03,75
GIF,fitness,dislike,2020-09-10,10
GIF,fitness,adore,2021-03-28,72
GIF,fitness,cherish,2020-07-14,70
GIF,fitness,love,2020-10-08,65
GIF,fitness,dislike,2020-09-05,10
GIF,fitness,dislike,2021-02-02,10
GIF,fitness,want,2020-11-30,70
GIF,fitness,cherish,2020-10-31,70
GIF,fitness,dislike,2021-05-31,10
GIF,"healthy eating","super love",2020-11-21,75
GIF,"healthy eating",love,2020-06-18,65
GIF,"healthy eating",adore,2020-06-23,72
GIF,"healthy eating",indifferent,2020-08-22,20
GIF,"healthy eating",hate,2021-01-08,5
GIF,"healthy eating","super love",2020-12-22,75
GIF,"healthy eating",want,2021-04-03,70
GIF,"healthy eating",indifferent,2021-01-06,20
GIF,"healthy eating",intrigued,2020-08-26,45
GIF,"healthy eating",like,2020-10-29,50
GIF,"healthy eating",dislike,2021-04-27,10
GIF,"healthy eating","super love",2021-05-02,75
GIF,"healthy eating",love,2020-08-14,65
GIF,"healthy eating",worried,2021-03-03,12
GIF,"healthy eating",cherish,2020-12-06,70
GIF,"healthy eating",dislike,2020-11-07,10
GIF,"healthy eating",indifferent,2020-12-07,20
GIF,"healthy eating",cherish,2021-01-29,70
GIF,"healthy eating",worried,2020-10-03,12
GIF,"healthy eating","super love",2021-04-17,75
GIF,"healthy eating",hate,2020-07-04,5
GIF,"healthy eating",indifferent,2021-06-10,20
GIF,"healthy eating",want,2020-09-23,70
GIF,"healthy eating",dislike,2020-06-26,10
GIF,"healthy eating",dislike,2020-07-09,10
GIF,"healthy eating",scared,2020-12-09,15
GIF,"healthy eating",cherish,2020-09-09,70
GIF,"healthy eating",dislike,2020-12-25,10
GIF,"healthy eating",like,2021-05-06,50
GIF,"healthy eating",scared,2020-12-10,15
GIF,"healthy eating",intrigued,2020-09-14,45
GIF,"healthy eating",cherish,2020-08-01,70
GIF,"healthy eating",scared,2020-11-20,15
GIF,"healthy eating",love,2020-12-06,65
GIF,"healthy eating",interested,2021-05-23,30
GIF,"healthy eating",love,2020-08-14,65
GIF,"healthy eating",scared,2020-10-16,15
GIF,"healthy eating",adore,2020-08-20,72
GIF,"healthy eating",adore,2021-03-16,72
GIF,"healthy eating",interested,2021-01-07,30
GIF,"healthy eating",want,2020-11-14,70
video,veganism,like,2021-05-03,50
video,veganism,cherish,2021-02-25,70
video,veganism,worried,2021-02-10,12
video,veganism,want,2020-10-19,70
video,veganism,"super love",2021-03-20,75
video,veganism,scared,2020-09-24,15
video,veganism,cherish,2021-01-09,70
video,veganism,intrigued,2020-11-18,45
video,veganism,like,2020-07-30,50
video,veganism,love,2021-06-14,65
video,veganism,heart,2021-05-12,60
video,veganism,interested,2021-05-21,30
video,veganism,love,2020-07-25,65
video,veganism,peeking,2020-08-25,35
video,veganism,dislike,2021-03-23,10
video,veganism,adore,2020-06-23,72
video,veganism,"super love",2020-09-30,75
video,veganism,cherish,2020-10-20,70
video,veganism,heart,2020-06-28,60
video,cooking,peeking,2020-07-17,35
audio,fitness,love,2021-04-06,65
audio,fitness,like,2020-07-25,50
audio,fitness,dislike,2021-01-24,10
audio,fitness,scared,2021-06-01,15
audio,fitness,peeking,2021-03-11,35
audio,fitness,"super love",2021-03-05,75
audio,fitness,peeking,2020-10-13,35
audio,fitness,interested,2020-11-10,30
audio,fitness,hate,2020-10-24,5
audio,fitness,intrigued,2021-01-28,45
audio,fitness,cherish,2020-10-03,70
audio,fitness,scared,2021-04-22,15
audio,fitness,dislike,2021-02-04,10
audio,fitness,intrigued,2020-12-23,45
audio,fitness,dislike,2020-06-24,10
audio,fitness,heart,2020-06-24,60
audio,fitness,want,2021-02-16,70
audio,fitness,scared,2020-06-24,15
audio,fitness,peeking,2020-07-01,35
audio,fitness,heart,2021-03-31,60
audio,fitness,adore,2021-04-25,72
GIF,fitness,heart,2020-06-28,60
GIF,fitness,hate,2021-03-30,5
audio,veganism,peeking,2020-07-20,35
audio,veganism,heart,2020-07-23,60
audio,veganism,cherish,2021-02-05,70
audio,veganism,"super love",2020-09-20,75
audio,veganism,peeking,2021-04-12,35
audio,veganism,heart,2020-09-13,60
audio,veganism,indifferent,2020-08-12,20
audio,veganism,adore,2020-09-16,72
audio,veganism,want,2020-10-28,70
audio,veganism,heart,2021-04-18,60
audio,veganism,adore,2021-02-07,72
audio,veganism,love,2020-07-13,65
audio,veganism,adore,2021-01-28,72
audio,veganism,peeking,2020-07-19,35
audio,veganism,like,2020-08-14,50
audio,veganism,love,2020-11-13,65
audio,veganism,adore,2021-04-29,72
audio,veganism,indifferent,2020-12-25,20
audio,veganism,want,2021-03-09,70
audio,veganism,dislike,2021-04-22,10
audio,veganism,intrigued,2021-04-25,45
audio,veganism,like,2021-01-21,50
audio,veganism,interested,2020-10-29,30
audio,veganism,scared,2021-01-19,15
audio,culture,interested,2021-01-14,30
audio,culture,like,2021-04-14,50
audio,culture,intrigued,2021-02-14,45
audio,culture,want,2020-08-24,70
audio,culture,intrigued,2020-10-05,45
audio,culture,"super love",2021-05-23,75
audio,culture,worried,2020-10-11,12
audio,culture,love,2021-04-17,65
audio,culture,indifferent,2021-05-20,20
audio,"healthy eating",hate,2020-11-23,5
audio,"healthy eating",like,2021-03-25,50
audio,"healthy eating",cherish,2021-02-19,70
audio,"healthy eating",adore,2020-06-19,72
audio,"healthy eating",love,2020-07-18,65
audio,"healthy eating",heart,2021-01-18,60
audio,"healthy eating",scared,2020-12-17,15
audio,"healthy eating",love,2020-07-22,65
audio,"healthy eating",peeking,2020-10-16,35
audio,"healthy eating",indifferent,2021-05-05,20
audio,"healthy eating",intrigued,2021-03-02,45
audio,"healthy eating",indifferent,2020-10-17,20
audio,"healthy eating",like,2021-05-23,50
audio,"healthy eating",dislike,2020-10-18,10
audio,"healthy eating",like,2020-12-10,50
audio,"healthy eating",want,2021-04-06,70
audio,"healthy eating",like,2020-12-23,50
audio,"healthy eating",cherish,2021-02-02,70
audio,"healthy eating",heart,2021-05-15,60
audio,"healthy eating",cherish,2021-01-19,70
audio,"healthy eating","super love",2021-06-01,75
audio,"healthy eating",worried,2021-01-06,12
audio,"healthy eating","super love",2021-05-15,75
audio,"healthy eating",intrigued,2021-02-12,45
audio,"healthy eating",scared,2021-04-23,15
audio,"healthy eating",peeking,2020-09-04,35
audio,"healthy eating",cherish,2021-06-16,70
audio,"healthy eating",hate,2020-10-03,5
audio,"healthy eating",like,2020-10-06,50
audio,"healthy eating","super love",2021-02-09,75
audio,"healthy eating",love,2020-07-13,65
photo,technology,peeking,2021-02-13,35
photo,technology,dislike,2020-07-09,10
photo,technology,hate,2020-10-31,5
photo,technology,hate,2020-07-04,5
photo,technology,"super love",2021-02-09,75
photo,technology,hate,2021-05-17,5
photo,technology,adore,2020-11-05,72
photo,technology,dislike,2021-04-03,10
photo,technology,scared,2021-04-04,15
photo,technology,"super love",2021-03-23,75
photo,technology,hate,2020-11-02,5
photo,technology,interested,2021-01-15,30
photo,technology,peeking,2021-06-05,35
photo,technology,adore,2021-01-22,72
photo,technology,want,2021-02-27,70
photo,technology,indifferent,2020-06-29,20
photo,technology,adore,2020-12-26,72
photo,technology,like,2020-09-30,50
photo,technology,dislike,2020-11-26,10
photo,technology,adore,2020-09-24,72
photo,technology,hate,2020-07-04,5
photo,technology,"super love",2020-09-27,75
photo,technology,worried,2020-07-23,12
photo,technology,cherish,2020-08-14,70
photo,technology,adore,2021-01-15,72
photo,technology,love,2021-05-16,65
photo,technology,like,2020-11-09,50
photo,technology,intrigued,2020-10-24,45
photo,technology,want,2021-05-19,70
photo,technology,adore,2020-10-19,72
photo,technology,hate,2021-02-08,5
photo,technology,dislike,2021-01-09,10
photo,technology,cherish,2021-05-05,70
photo,technology,indifferent,2021-02-20,20
photo,technology,worried,2020-10-07,12
photo,technology,cherish,2020-09-25,70
photo,technology,peeking,2020-11-18,35
photo,technology,intrigued,2020-06-25,45
GIF,food,want,2021-01-31,70
GIF,food,interested,2021-02-17,30
GIF,food,worried,2021-01-20,12
GIF,food,like,2020-09-22,50
GIF,food,peeking,2021-05-24,35
GIF,food,intrigued,2020-12-16,45
GIF,food,interested,2021-02-17,30
GIF,food,scared,2020-10-21,15
GIF,food,like,2021-05-10,50
GIF,food,like,2021-03-26,50
GIF,food,scared,2020-12-17,15
GIF,food,like,2021-01-27,50
GIF,food,heart,2021-04-10,60
GIF,food,like,2021-04-18,50
GIF,food,want,2021-03-21,70
GIF,food,interested,2021-01-23,30
GIF,food,worried,2020-11-30,12
GIF,food,indifferent,2021-01-25,20
GIF,food,hate,2020-10-04,5
GIF,food,"super love",2020-11-28,75
GIF,food,adore,2021-02-04,72
GIF,food,heart,2021-06-16,60
GIF,food,intrigued,2021-01-02,45
GIF,food,adore,2021-01-31,72
GIF,food,cherish,2020-12-06,70
GIF,food,peeking,2020-09-17,35
GIF,food,hate,2021-03-30,5
GIF,food,scared,2021-04-06,15
GIF,food,like,2020-09-11,50
GIF,food,scared,2021-04-22,15
GIF,food,want,2020-09-04,70
GIF,food,worried,2021-02-14,12
GIF,food,heart,2021-05-04,60
GIF,food,adore,2020-11-06,72
GIF,food,intrigued,2021-03-19,45
GIF,food,"super love",2021-05-27,75
GIF,food,like,2020-12-01,50
GIF,food,want,2021-05-25,70
GIF,food,love,2021-01-06,65
GIF,food,peeking,2021-06-08,35
GIF,food,intrigued,2020-09-03,45
GIF,food,interested,2020-08-28,30
GIF,technology,like,2020-10-30,50
GIF,technology,interested,2021-04-20,30
GIF,technology,indifferent,2021-05-09,20
GIF,technology,like,2020-08-21,50
GIF,technology,want,2021-05-26,70
GIF,technology,dislike,2021-02-04,10
GIF,technology,peeking,2021-02-15,35
GIF,technology,dislike,2021-04-21,10
GIF,technology,"super love",2020-09-03,75
GIF,technology,intrigued,2021-04-08,45
GIF,technology,want,2021-05-30,70
GIF,technology,worried,2021-04-07,12
GIF,technology,want,2020-09-16,70
GIF,technology,indifferent,2021-04-18,20
GIF,technology,indifferent,2020-10-29,20
GIF,technology,love,2020-12-15,65
GIF,technology,scared,2021-02-04,15
